Zeit;Verbrauch 
17.04. 14:00;16,118
17.04. 14:15;16,089
17.04. 14:30;16,236
17.04. 14:45;16,541
17.04. 15:00;16,964
17.04. 15:15;17,436
17.04. 15:30;17,839
17.04. 15:45;18,105
17.04. 16:00;18,144
17.04. 16:15;18,056
17.04. 16:30;17,908
17.04. 16:45;17,83
17.04. 17:00;17,849
17.04. 17:15;17,869
17.04. 17:30;17,702
17.04. 17:45;17,181
17.04. 18:00;16,207
17.04. 18:15;14,899
17.04. 18:30;13,473
17.04. 18:45;12,126
17.04. 19:00;11,024
17.04. 19:15;10,169
17.04. 19:30;9,5688
17.04. 19:45;9,1853
17.04. 20:00;9,0082
17.04. 20:15;8,9591
17.04. 20:30;8,9591
17.04. 20:45;8,9099
17.04. 21:00;8,7722
17.04. 21:15;8,5755
17.04. 21:30;8,3592
17.04. 21:45;8,1822
17.04. 22:00;8,074
17.04. 22:15;8,0346
17.04. 22:30;8,0248
17.04. 22:45;7,9953
17.04. 23:00;7,9265
17.04. 23:15;7,8183
17.04. 23:30;7,6609
17.04. 23:45;7,4446
18.04. 00:00;7,1791
18.04. 00:15;6,8939
18.04. 00:30;6,5988
18.04. 00:45;6,3431
18.04. 01:00;6,1268
18.04. 01:15;5,9596
18.04. 01:30;5,8219
18.04. 01:45;5,6941
18.04. 02:00;5,5761
18.04. 02:15;5,4679
18.04. 02:30;5,3794
18.04. 02:45;5,3302
18.04. 03:00;5,3204
18.04. 03:15;5,3695
18.04. 03:30;5,4876
18.04. 03:45;5,6941
18.04. 04:00;5,9891
18.04. 04:15;6,3333
18.04. 04:30;6,6873
18.04. 04:45;6,9824
18.04. 05:00;7,1987
18.04. 05:15;7,3462
18.04. 05:30;7,4446
18.04. 05:45;7,5331
18.04. 06:00;7,6413
18.04. 06:15;7,7986
18.04. 06:30;8,0543
18.04. 06:45;8,4575
18.04. 07:00;9,0377
18.04. 07:15;9,8737
18.04. 07:30;11,005
18.04. 07:45;12,499
18.04. 08:00;14,348
18.04. 08:15;16,345
18.04. 08:30;18,213
18.04. 08:45;19,669
18.04. 09:00;20,505
18.04. 09:15;20,859
18.04. 09:30;20,908
18.04. 09:45;20,859
18.04. 10:00;20,868
18.04. 10:15;20,957
18.04. 10:30;21,104
18.04. 10:45;21,321
18.04. 11:00;21,557
18.04. 11:15;21,754
18.04. 11:30;21,832
18.04. 11:45;21,685
18.04. 12:00;21,272
18.04. 12:15;20,632
18.04. 12:30;19,855
18.04. 12:45;19,02
18.04. 13:00;18,193
18.04. 13:15;17,446
18.04. 13:30;16,807
18.04. 13:45;16,354
18.04. 14:00;16,118
18.04. 14:15;16,089
18.04. 14:30;16,236
18.04. 14:45;16,541
18.04. 15:00;16,964
18.04. 15:15;17,436
18.04. 15:30;17,839
18.04. 15:45;18,105
18.04. 16:00;18,144
18.04. 16:15;18,056
18.04. 16:30;17,908
18.04. 16:45;17,83
18.04. 17:00;17,849
18.04. 17:15;17,869
18.04. 17:30;17,702
18.04. 17:45;17,181
18.04. 18:00;16,207
18.04. 18:15;14,899
18.04. 18:30;13,473
18.04. 18:45;12,126
18.04. 19:00;11,024
18.04. 19:15;10,169
18.04. 19:30;9,5688
18.04. 19:45;9,1853
18.04. 20:00;9,0082
18.04. 20:15;8,9591
18.04. 20:30;8,9591
18.04. 20:45;8,9099
18.04. 21:00;8,7722
18.04. 21:15;8,5755
18.04. 21:30;8,3592
18.04. 21:45;8,1822
18.04. 22:00;8,074
18.04. 22:15;8,0346
18.04. 22:30;8,0248
18.04. 22:45;7,9953
18.04. 23:00;7,9265
18.04. 23:15;7,8183
18.04. 23:30;7,6609
18.04. 23:45;7,4446
19.04. 00:00;7,1791
19.04. 00:15;6,8939
19.04. 00:30;6,5988
19.04. 00:45;6,3431
19.04. 01:00;6,1268
19.04. 01:15;5,9596
19.04. 01:30;5,8219
19.04. 01:45;5,6941
19.04. 02:00;5,5761
19.04. 02:15;5,4679
19.04. 02:30;5,3794
19.04. 02:45;5,3302
19.04. 03:00;5,3204
19.04. 03:15;5,3695
19.04. 03:30;5,4876
19.04. 03:45;5,6941
19.04. 04:00;5,9891
19.04. 04:15;6,3333
19.04. 04:30;6,6873
19.04. 04:45;6,9824
19.04. 05:00;7,1987
19.04. 05:15;7,3462
19.04. 05:30;7,4446
19.04. 05:45;7,5331
19.04. 06:00;7,6413
19.04. 06:15;7,7986
19.04. 06:30;8,0543
19.04. 06:45;8,4575
19.04. 07:00;9,0377
19.04. 07:15;9,8737
19.04. 07:30;11,005
19.04. 07:45;12,499
19.04. 08:00;14,348
19.04. 08:15;16,345
19.04. 08:30;18,213
19.04. 08:45;19,669
19.04. 09:00;20,505
19.04. 09:15;20,859
19.04. 09:30;20,908
19.04. 09:45;20,859
19.04. 10:00;20,868
19.04. 10:15;20,957
19.04. 10:30;21,104
19.04. 10:45;21,321
19.04. 11:00;21,557
19.04. 11:15;21,754
19.04. 11:30;21,832
19.04. 11:45;21,685
19.04. 12:00;21,272
19.04. 12:15;20,632
19.04. 12:30;19,855
19.04. 12:45;19,02
19.04. 13:00;18,193
19.04. 13:15;17,446
19.04. 13:30;16,807
19.04. 13:45;16,354
19.04. 14:00;16,118
19.04. 14:15;16,089
19.04. 14:30;16,236
19.04. 14:45;16,541
19.04. 15:00;16,964
19.04. 15:15;17,436
19.04. 15:30;17,839
19.04. 15:45;18,105
19.04. 16:00;18,144
19.04. 16:15;18,056
19.04. 16:30;17,908
19.04. 16:45;17,83
19.04. 17:00;17,849
19.04. 17:15;17,869
19.04. 17:30;17,702
19.04. 17:45;17,181
19.04. 18:00;16,207
19.04. 18:15;14,899
19.04. 18:30;13,473
19.04. 18:45;12,126
19.04. 19:00;11,024
19.04. 19:15;10,169
19.04. 19:30;9,5688
19.04. 19:45;9,1853
19.04. 20:00;9,0082
19.04. 20:15;8,9591
19.04. 20:30;8,9591
19.04. 20:45;8,9099
19.04. 21:00;8,7722
19.04. 21:15;8,5755
19.04. 21:30;8,3592
19.04. 21:45;8,1822
19.04. 22:00;8,074
19.04. 22:15;8,0346
19.04. 22:30;8,0248
19.04. 22:45;7,9953
19.04. 23:00;7,9265
19.04. 23:15;7,8183
19.04. 23:30;7,6609
19.04. 23:45;7,4446
20.04. 00:00;7,4544
20.04. 00:15;7,5429
20.04. 00:30;7,6413
20.04. 00:45;7,7199
20.04. 01:00;7,7199
20.04. 01:15;7,6511
20.04. 01:30;7,5331
20.04. 01:45;7,3462
20.04. 02:00;7,1397
20.04. 02:15;6,9234
20.04. 02:30;6,7365
20.04. 02:45;6,6185
20.04. 03:00;6,589
20.04. 03:15;6,6382
20.04. 03:30;6,7168
20.04. 03:45;6,7955
20.04. 04:00;6,8545
20.04. 04:15;6,8939
20.04. 04:30;6,9332
20.04. 04:45;6,9824
20.04. 05:00;7,061
20.04. 05:15;7,1299
20.04. 05:30;7,1791
20.04. 05:45;7,1692
20.04. 06:00;7,1004
20.04. 06:15;7,1004
20.04. 06:30;7,3167
20.04. 06:45;7,9068
20.04. 07:00;8,9492
20.04. 07:15;10,346
20.04. 07:30;11,919
20.04. 07:45;13,512
20.04. 08:00;14,958
20.04. 08:15;16,217
20.04. 08:30;17,22
20.04. 08:45;17,918
20.04. 09:00;18,302
20.04. 09:15;18,439
20.04. 09:30;18,459
20.04. 09:45;18,469
20.04. 10:00;18,557
20.04. 10:15;18,695
20.04. 10:30;18,872
20.04. 10:45;19,02
20.04. 11:00;19,128
20.04. 11:15;19,187
20.04. 11:30;19,206
20.04. 11:45;19,206
20.04. 12:00;19,167
20.04. 12:15;19,069
20.04. 12:30;18,852
20.04. 12:45;18,469
20.04. 13:00;17,889
20.04. 13:15;17,122
20.04. 13:30;16,207
20.04. 13:45;15,165
20.04. 14:00;14,024
20.04. 14:15;12,873
20.04. 14:30;11,782
20.04. 14:45;10,847
20.04. 15:00;10,1
20.04. 15:15;9,5295
20.04. 15:30;9,0574
20.04. 15:45;8,6345
20.04. 16:00;8,2215
20.04. 16:15;7,838
20.04. 16:30;7,5626
20.04. 16:45;7,4446
20.04. 17:00;7,5233
20.04. 17:15;7,7298
20.04. 17:30;7,9756
20.04. 17:45;8,1822
20.04. 18:00;8,2707
20.04. 18:15;8,2903
20.04. 18:30;8,2707
20.04. 18:45;8,2707
20.04. 19:00;8,3297
20.04. 19:15;8,4378
20.04. 19:30;8,5854
20.04. 19:45;8,7329
20.04. 20:00;8,8607
20.04. 20:15;8,9689
20.04. 20:30;9,0181
20.04. 20:45;9,0082
20.04. 21:00;8,9099
20.04. 21:15;8,7525
20.04. 21:30;8,5657
20.04. 21:45;8,3592
20.04. 22:00;8,1723
20.04. 22:15;7,9855
20.04. 22:30;7,8085
20.04. 22:45;7,6314
20.04. 23:00;7,4446
20.04. 23:15;7,2577
20.04. 23:30;7,0709
20.04. 23:45;6,8939
21.04. 00:00;6,7168
21.04. 00:15;6,5398
21.04. 00:30;6,353
21.04. 00:45;6,1563
21.04. 01:00;5,9301
21.04. 01:15;5,6941
21.04. 01:30;5,458
21.04. 01:45;5,2417
21.04. 02:00;5,0352
21.04. 02:15;4,868
21.04. 02:30;4,7205
21.04. 02:45;4,5926
21.04. 03:00;4,4943
21.04. 03:15;4,4156
21.04. 03:30;4,3566
21.04. 03:45;4,3173
21.04. 04:00;4,2878
21.04. 04:15;4,2779
21.04. 04:30;4,2878
21.04. 04:45;4,3173
21.04. 05:00;4,3763
21.04. 05:15;4,4353
21.04. 05:30;4,4845
21.04. 05:45;4,5041
21.04. 06:00;4,4845
21.04. 06:15;4,4549
21.04. 06:30;4,4451
21.04. 06:45;4,5041
21.04. 07:00;4,6418
21.04. 07:15;4,8287
21.04. 07:30;5,0155
21.04. 07:45;5,1434
21.04. 08:00;5,1925
21.04. 08:15;5,2024
21.04. 08:30;5,222
21.04. 08:45;5,3302
21.04. 09:00;5,5466
21.04. 09:15;5,8514
21.04. 09:30;6,1661
21.04. 09:45;6,4316
21.04. 10:00;6,6087
21.04. 10:15;6,7365
21.04. 10:30;6,8447
21.04. 10:45;6,9824
21.04. 11:00;7,1889
21.04. 11:15;7,4347
21.04. 11:30;7,6904
21.04. 11:45;7,9068
21.04. 12:00;8,0543
21.04. 12:15;8,1428
21.04. 12:30;8,1822
21.04. 12:45;8,1822
21.04. 13:00;8,1428
21.04. 13:15;8,074
21.04. 13:30;7,956
21.04. 13:45;7,8085
21.04. 14:00;7,6216
21.04. 14:15;7,4052
21.04. 14:30;7,1889
21.04. 14:45;6,9824
21.04. 15:00;6,8054
21.04. 15:15;6,648
21.04. 15:30;6,5005
21.04. 15:45;6,3431
21.04. 16:00;6,176
21.04. 16:15;6,0481
21.04. 16:30;6,0186
21.04. 16:45;6,1563
21.04. 17:00;6,4808
21.04. 17:15;6,9234
21.04. 17:30;7,3757
21.04. 17:45;7,7199
21.04. 18:00;7,8773
21.04. 18:15;7,9068
21.04. 18:30;7,8871
21.04. 18:45;7,9068
21.04. 19:00;8,0051
21.04. 19:15;8,1723
21.04. 19:30;8,369
21.04. 19:45;8,546
21.04. 20:00;8,664
21.04. 20:15;8,723
21.04. 20:30;8,7132
21.04. 20:45;8,6345
21.04. 21:00;8,4969
21.04. 21:15;8,3002
21.04. 21:30;8,0641
21.04. 21:45;7,8085
21.04. 22:00;7,5429
21.04. 22:15;7,2872
21.04. 22:30;7,0315
21.04. 22:45;6,7955
21.04. 23:00;6,589
21.04. 23:15;6,4218
21.04. 23:30;6,3038
21.04. 23:45;6,2448
22.04. 00:00;7,1791
22.04. 00:15;6,8939
22.04. 00:30;6,5988
22.04. 00:45;6,3431
22.04. 01:00;6,1268
22.04. 01:15;5,9596
22.04. 01:30;5,8219
22.04. 01:45;5,6941
22.04. 02:00;5,5761
22.04. 02:15;5,4679
22.04. 02:30;5,3794
22.04. 02:45;5,3302
22.04. 03:00;5,3204
22.04. 03:15;5,3695
22.04. 03:30;5,4876
22.04. 03:45;5,6941
22.04. 04:00;5,9891
22.04. 04:15;6,3333
22.04. 04:30;6,6873
22.04. 04:45;6,9824
22.04. 05:00;7,1987
22.04. 05:15;7,3462
22.04. 05:30;7,4446
22.04. 05:45;7,5331
22.04. 06:00;7,6413
22.04. 06:15;7,7986
22.04. 06:30;8,0543
22.04. 06:45;8,4575
22.04. 07:00;9,0377
22.04. 07:15;9,8737
22.04. 07:30;11,005
22.04. 07:45;12,499
22.04. 08:00;14,348
22.04. 08:15;16,345
22.04. 08:30;18,213
22.04. 08:45;19,669
22.04. 09:00;20,505
22.04. 09:15;20,859
22.04. 09:30;20,908
22.04. 09:45;20,859
22.04. 10:00;20,868
22.04. 10:15;20,957
22.04. 10:30;21,104
22.04. 10:45;21,321
22.04. 11:00;21,557
22.04. 11:15;21,754
22.04. 11:30;21,832
22.04. 11:45;21,685
22.04. 12:00;21,272
22.04. 12:15;20,632
22.04. 12:30;19,855
22.04. 12:45;19,02
22.04. 13:00;18,193
22.04. 13:15;17,446
22.04. 13:30;16,807
22.04. 13:45;16,354
22.04. 14:00;16,118
22.04. 14:15;16,089
22.04. 14:30;16,236
22.04. 14:45;16,541
22.04. 15:00;16,964
22.04. 15:15;17,436
22.04. 15:30;17,839
22.04. 15:45;18,105
22.04. 16:00;18,144
22.04. 16:15;18,056
22.04. 16:30;17,908
22.04. 16:45;17,83
22.04. 17:00;17,849
22.04. 17:15;17,869
22.04. 17:30;17,702
22.04. 17:45;17,181
22.04. 18:00;16,207
22.04. 18:15;14,899
22.04. 18:30;13,473
22.04. 18:45;12,126
22.04. 19:00;11,024
22.04. 19:15;10,169
22.04. 19:30;9,5688
22.04. 19:45;9,1853
22.04. 20:00;9,0082
22.04. 20:15;8,9591
22.04. 20:30;8,9591
22.04. 20:45;8,9099
22.04. 21:00;8,7722
22.04. 21:15;8,5755
22.04. 21:30;8,3592
22.04. 21:45;8,1822
22.04. 22:00;8,074
22.04. 22:15;8,0346
22.04. 22:30;8,0248
22.04. 22:45;7,9953
22.04. 23:00;7,9265
22.04. 23:15;7,8183
22.04. 23:30;7,6609
22.04. 23:45;7,4446
23.04. 00:00;7,1791
23.04. 00:15;6,8939
23.04. 00:30;6,5988
23.04. 00:45;6,3431
23.04. 01:00;6,1268
23.04. 01:15;5,9596
23.04. 01:30;5,8219
23.04. 01:45;5,6941
23.04. 02:00;5,5761
23.04. 02:15;5,4679
23.04. 02:30;5,3794
23.04. 02:45;5,3302
23.04. 03:00;5,3204
23.04. 03:15;5,3695
23.04. 03:30;5,4876
23.04. 03:45;5,6941
23.04. 04:00;5,9891
23.04. 04:15;6,3333
23.04. 04:30;6,6873
23.04. 04:45;6,9824
23.04. 05:00;7,1987
23.04. 05:15;7,3462
23.04. 05:30;7,4446
23.04. 05:45;7,5331
23.04. 06:00;7,6413
23.04. 06:15;7,7986
23.04. 06:30;8,0543
23.04. 06:45;8,4575
23.04. 07:00;9,0377
23.04. 07:15;9,8737
23.04. 07:30;11,005
23.04. 07:45;12,499
23.04. 08:00;14,348
23.04. 08:15;16,345
23.04. 08:30;18,213
23.04. 08:45;19,669
23.04. 09:00;20,505
23.04. 09:15;20,859
23.04. 09:30;20,908
23.04. 09:45;20,859
23.04. 10:00;20,868
23.04. 10:15;20,957
23.04. 10:30;21,104
23.04. 10:45;21,321
23.04. 11:00;21,557
23.04. 11:15;21,754
23.04. 11:30;21,832
23.04. 11:45;21,685
23.04. 12:00;21,272
23.04. 12:15;20,632
23.04. 12:30;19,855
23.04. 12:45;19,02
23.04. 13:00;18,193
23.04. 13:15;17,446
23.04. 13:30;16,807
23.04. 13:45;16,354
23.04. 14:00;16,118
23.04. 14:15;16,089
23.04. 14:30;16,236
23.04. 14:45;16,541
23.04. 15:00;16,964
23.04. 15:15;17,436
23.04. 15:30;17,839
23.04. 15:45;18,105
23.04. 16:00;18,144
23.04. 16:15;18,056
23.04. 16:30;17,908
23.04. 16:45;17,83
23.04. 17:00;17,849
23.04. 17:15;17,869
23.04. 17:30;17,702
23.04. 17:45;17,181
23.04. 18:00;16,207
23.04. 18:15;14,899
23.04. 18:30;13,473
23.04. 18:45;12,126
23.04. 19:00;11,024
23.04. 19:15;10,169
23.04. 19:30;9,5688
23.04. 19:45;9,1853
23.04. 20:00;9,0082
23.04. 20:15;8,9591
23.04. 20:30;8,9591
23.04. 20:45;8,9099
23.04. 21:00;8,7722
23.04. 21:15;8,5755
23.04. 21:30;8,3592
23.04. 21:45;8,1822
23.04. 22:00;8,074
23.04. 22:15;8,0346
23.04. 22:30;8,0248
23.04. 22:45;7,9953
23.04. 23:00;7,9265
23.04. 23:15;7,8183
23.04. 23:30;7,6609
23.04. 23:45;7,4446
24.04. 00:00;7,1791
24.04. 00:15;6,8939
24.04. 00:30;6,5988
24.04. 00:45;6,3431
24.04. 01:00;6,1268
24.04. 01:15;5,9596
24.04. 01:30;5,8219
24.04. 01:45;5,6941
24.04. 02:00;5,5761
24.04. 02:15;5,4679
24.04. 02:30;5,3794
24.04. 02:45;5,3302
24.04. 03:00;5,3204
24.04. 03:15;5,3695
24.04. 03:30;5,4876
24.04. 03:45;5,6941
24.04. 04:00;5,9891
24.04. 04:15;6,3333
24.04. 04:30;6,6873
24.04. 04:45;6,9824
24.04. 05:00;7,1987
24.04. 05:15;7,3462
24.04. 05:30;7,4446
24.04. 05:45;7,5331
24.04. 06:00;7,6413
24.04. 06:15;7,7986
24.04. 06:30;8,0543
24.04. 06:45;8,4575
24.04. 07:00;9,0377
24.04. 07:15;9,8737
24.04. 07:30;11,005
24.04. 07:45;12,499
24.04. 08:00;14,348
24.04. 08:15;16,345
24.04. 08:30;18,213
24.04. 08:45;19,669
24.04. 09:00;20,505
24.04. 09:15;20,859
24.04. 09:30;20,908
24.04. 09:45;20,859
24.04. 10:00;20,868
24.04. 10:15;20,957
24.04. 10:30;21,104
24.04. 10:45;21,321
24.04. 11:00;21,557
24.04. 11:15;21,754
24.04. 11:30;21,832
24.04. 11:45;21,685
24.04. 12:00;21,272
24.04. 12:15;20,632
24.04. 12:30;19,855
24.04. 12:45;19,02
24.04. 13:00;18,193
24.04. 13:15;17,446
24.04. 13:30;16,807
24.04. 13:45;16,354
24.04. 14:00;16,118
24.04. 14:15;16,089
24.04. 14:30;16,236
24.04. 14:45;16,541
24.04. 15:00;16,964
24.04. 15:15;17,436
24.04. 15:30;17,839
24.04. 15:45;18,105
24.04. 16:00;18,144
24.04. 16:15;18,056
24.04. 16:30;17,908
24.04. 16:45;17,83
24.04. 17:00;17,849
24.04. 17:15;17,869
24.04. 17:30;17,702
24.04. 17:45;17,181
24.04. 18:00;16,207
24.04. 18:15;14,899
24.04. 18:30;13,473
24.04. 18:45;12,126
24.04. 19:00;11,024
24.04. 19:15;10,169
24.04. 19:30;9,5688
24.04. 19:45;9,1853
24.04. 20:00;9,0082
24.04. 20:15;8,9591
24.04. 20:30;8,9591
24.04. 20:45;8,9099
24.04. 21:00;8,7722
24.04. 21:15;8,5755
24.04. 21:30;8,3592
24.04. 21:45;8,1822
24.04. 22:00;8,074
24.04. 22:15;8,0346
24.04. 22:30;8,0248
24.04. 22:45;7,9953
24.04. 23:00;7,9265
24.04. 23:15;7,8183
24.04. 23:30;7,6609
24.04. 23:45;7,4446
25.04. 00:00;7,1791
25.04. 00:15;6,8939
25.04. 00:30;6,5988
25.04. 00:45;6,3431
25.04. 01:00;6,1268
25.04. 01:15;5,9596
25.04. 01:30;5,8219
25.04. 01:45;5,6941
25.04. 02:00;5,5761
25.04. 02:15;5,4679
25.04. 02:30;5,3794
25.04. 02:45;5,3302
25.04. 03:00;5,3204
25.04. 03:15;5,3695
25.04. 03:30;5,4876
25.04. 03:45;5,6941
25.04. 04:00;5,9891
25.04. 04:15;6,3333
25.04. 04:30;6,6873
25.04. 04:45;6,9824
25.04. 05:00;7,1987
25.04. 05:15;7,3462
25.04. 05:30;7,4446
25.04. 05:45;7,5331
25.04. 06:00;7,6413
25.04. 06:15;7,7986
25.04. 06:30;8,0543
25.04. 06:45;8,4575
25.04. 07:00;9,0377
25.04. 07:15;9,8737
25.04. 07:30;11,005
25.04. 07:45;12,499
25.04. 08:00;14,348
25.04. 08:15;16,345
25.04. 08:30;18,213
25.04. 08:45;19,669
25.04. 09:00;20,505
25.04. 09:15;20,859
25.04. 09:30;20,908
25.04. 09:45;20,859
25.04. 10:00;20,868
25.04. 10:15;20,957
25.04. 10:30;21,104
25.04. 10:45;21,321
25.04. 11:00;21,557
25.04. 11:15;21,754
25.04. 11:30;21,832
25.04. 11:45;21,685
25.04. 12:00;21,272
25.04. 12:15;20,632
25.04. 12:30;19,855
25.04. 12:45;19,02
25.04. 13:00;18,193
25.04. 13:15;17,446
25.04. 13:30;16,807
25.04. 13:45;16,354
25.04. 14:00;16,118
25.04. 14:15;16,089
25.04. 14:30;16,236
25.04. 14:45;16,541
25.04. 15:00;16,964
25.04. 15:15;17,436
25.04. 15:30;17,839
25.04. 15:45;18,105
25.04. 16:00;18,144
25.04. 16:15;18,056
25.04. 16:30;17,908
25.04. 16:45;17,83
25.04. 17:00;17,849
25.04. 17:15;17,869
25.04. 17:30;17,702
25.04. 17:45;17,181
25.04. 18:00;16,207
25.04. 18:15;14,899
25.04. 18:30;13,473
25.04. 18:45;12,126
25.04. 19:00;11,024
25.04. 19:15;10,169
25.04. 19:30;9,5688
25.04. 19:45;9,1853
25.04. 20:00;9,0082
25.04. 20:15;8,9591
25.04. 20:30;8,9591
25.04. 20:45;8,9099
25.04. 21:00;8,7722
25.04. 21:15;8,5755
25.04. 21:30;8,3592
25.04. 21:45;8,1822
25.04. 22:00;8,074
25.04. 22:15;8,0346
25.04. 22:30;8,0248
25.04. 22:45;7,9953
25.04. 23:00;7,9265
25.04. 23:15;7,8183
25.04. 23:30;7,6609
25.04. 23:45;7,4446
26.04. 00:00;7,1791
26.04. 00:15;6,8939
26.04. 00:30;6,5988
26.04. 00:45;6,3431
26.04. 01:00;6,1268
26.04. 01:15;5,9596
26.04. 01:30;5,8219
26.04. 01:45;5,6941
26.04. 02:00;5,5761
26.04. 02:15;5,4679
26.04. 02:30;5,3794
26.04. 02:45;5,3302
26.04. 03:00;5,3204
26.04. 03:15;5,3695
26.04. 03:30;5,4876
26.04. 03:45;5,6941
26.04. 04:00;5,9891
26.04. 04:15;6,3333
26.04. 04:30;6,6873
26.04. 04:45;6,9824
26.04. 05:00;7,1987
26.04. 05:15;7,3462
26.04. 05:30;7,4446
26.04. 05:45;7,5331
26.04. 06:00;7,6413
26.04. 06:15;7,7986
26.04. 06:30;8,0543
26.04. 06:45;8,4575
26.04. 07:00;9,0377
26.04. 07:15;9,8737
26.04. 07:30;11,005
26.04. 07:45;12,499
26.04. 08:00;14,348
26.04. 08:15;16,345
26.04. 08:30;18,213
26.04. 08:45;19,669
26.04. 09:00;20,505
26.04. 09:15;20,859
26.04. 09:30;20,908
26.04. 09:45;20,859
26.04. 10:00;20,868
26.04. 10:15;20,957
26.04. 10:30;21,104
26.04. 10:45;21,321
26.04. 11:00;21,557
26.04. 11:15;21,754
26.04. 11:30;21,832
26.04. 11:45;21,685
26.04. 12:00;21,272
26.04. 12:15;20,632
26.04. 12:30;19,855
26.04. 12:45;19,02
26.04. 13:00;18,193
26.04. 13:15;17,446
26.04. 13:30;16,807
26.04. 13:45;16,354
26.04. 14:00;16,118
26.04. 14:15;16,089
26.04. 14:30;16,236
26.04. 14:45;16,541
26.04. 15:00;16,964
26.04. 15:15;17,436
26.04. 15:30;17,839
26.04. 15:45;18,105
26.04. 16:00;18,144
26.04. 16:15;18,056
26.04. 16:30;17,908
26.04. 16:45;17,83
26.04. 17:00;17,849
26.04. 17:15;17,869
26.04. 17:30;17,702
26.04. 17:45;17,181
26.04. 18:00;16,207
26.04. 18:15;14,899
26.04. 18:30;13,473
26.04. 18:45;12,126
26.04. 19:00;11,024
26.04. 19:15;10,169
26.04. 19:30;9,5688
26.04. 19:45;9,1853
26.04. 20:00;9,0082
26.04. 20:15;8,9591
26.04. 20:30;8,9591
26.04. 20:45;8,9099
26.04. 21:00;8,7722
26.04. 21:15;8,5755
26.04. 21:30;8,3592
26.04. 21:45;8,1822
26.04. 22:00;8,074
26.04. 22:15;8,0346
26.04. 22:30;8,0248
26.04. 22:45;7,9953
26.04. 23:00;7,9265
26.04. 23:15;7,8183
26.04. 23:30;7,6609
26.04. 23:45;7,4446
27.04. 00:00;7,4544
27.04. 00:15;7,5429
27.04. 00:30;7,6413
27.04. 00:45;7,7199
27.04. 01:00;7,7199
27.04. 01:15;7,6511
27.04. 01:30;7,5331
27.04. 01:45;7,3462
27.04. 02:00;7,1397
27.04. 02:15;6,9234
27.04. 02:30;6,7365
27.04. 02:45;6,6185
27.04. 03:00;6,589
27.04. 03:15;6,6382
27.04. 03:30;6,7168
27.04. 03:45;6,7955
27.04. 04:00;6,8545
27.04. 04:15;6,8939
27.04. 04:30;6,9332
27.04. 04:45;6,9824
27.04. 05:00;7,061
27.04. 05:15;7,1299
27.04. 05:30;7,1791
27.04. 05:45;7,1692
27.04. 06:00;7,1004
27.04. 06:15;7,1004
27.04. 06:30;7,3167
27.04. 06:45;7,9068
27.04. 07:00;8,9492
27.04. 07:15;10,346
27.04. 07:30;11,919
27.04. 07:45;13,512
27.04. 08:00;14,958
27.04. 08:15;16,217
27.04. 08:30;17,22
27.04. 08:45;17,918
27.04. 09:00;18,302
27.04. 09:15;18,439
27.04. 09:30;18,459
27.04. 09:45;18,469
27.04. 10:00;18,557
27.04. 10:15;18,695
27.04. 10:30;18,872
27.04. 10:45;19,02
27.04. 11:00;19,128
27.04. 11:15;19,187
27.04. 11:30;19,206
27.04. 11:45;19,206
27.04. 12:00;19,167
27.04. 12:15;19,069
27.04. 12:30;18,852
27.04. 12:45;18,469
27.04. 13:00;17,889
27.04. 13:15;17,122
27.04. 13:30;16,207
27.04. 13:45;15,165
27.04. 14:00;14,024
27.04. 14:15;12,873
27.04. 14:30;11,782
27.04. 14:45;10,847
27.04. 15:00;10,1
27.04. 15:15;9,5295
27.04. 15:30;9,0574
27.04. 15:45;8,6345
27.04. 16:00;8,2215
27.04. 16:15;7,838
27.04. 16:30;7,5626
27.04. 16:45;7,4446
27.04. 17:00;7,5233
27.04. 17:15;7,7298
27.04. 17:30;7,9756
27.04. 17:45;8,1822
27.04. 18:00;8,2707
27.04. 18:15;8,2903
27.04. 18:30;8,2707
27.04. 18:45;8,2707
27.04. 19:00;8,3297
27.04. 19:15;8,4378
27.04. 19:30;8,5854
27.04. 19:45;8,7329
27.04. 20:00;8,8607
27.04. 20:15;8,9689
27.04. 20:30;9,0181
27.04. 20:45;9,0082
27.04. 21:00;8,9099
27.04. 21:15;8,7525
27.04. 21:30;8,5657
27.04. 21:45;8,3592
27.04. 22:00;8,1723
27.04. 22:15;7,9855
27.04. 22:30;7,8085
27.04. 22:45;7,6314
27.04. 23:00;7,4446
27.04. 23:15;7,2577
27.04. 23:30;7,0709
27.04. 23:45;6,8939
28.04. 00:00;6,7168
28.04. 00:15;6,5398
28.04. 00:30;6,353
28.04. 00:45;6,1563
28.04. 01:00;5,9301
28.04. 01:15;5,6941
28.04. 01:30;5,458
28.04. 01:45;5,2417
28.04. 02:00;5,0352
28.04. 02:15;4,868
28.04. 02:30;4,7205
28.04. 02:45;4,5926
28.04. 03:00;4,4943
28.04. 03:15;4,4156
28.04. 03:30;4,3566
28.04. 03:45;4,3173
28.04. 04:00;4,2878
28.04. 04:15;4,2779
28.04. 04:30;4,2878
28.04. 04:45;4,3173
28.04. 05:00;4,3763
28.04. 05:15;4,4353
28.04. 05:30;4,4845
28.04. 05:45;4,5041
28.04. 06:00;4,4845
28.04. 06:15;4,4549
28.04. 06:30;4,4451
28.04. 06:45;4,5041
28.04. 07:00;4,6418
28.04. 07:15;4,8287
28.04. 07:30;5,0155
